table_no,table_title,source_table_index,source_row,row_kind,subsection,explicit_code,effective_parent_code,work_type,basis,unit_raw,time_norm_raw_person_hours
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,97,norm,,19-16,19-16,Агроминерал ўғитларни механизацияланган ташиш,Е4702-051-01,10 т,10
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,98,norm,,19-17,19-17,Кўп йиллик ўсимликлар гулзорларига ғамхўрлик қилиш,Е4701-070-01,100 m2,
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,99,norm,,19-17,19-17,Сув,Е4701-070-01,m3,22
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,100,norm,,19-18,19-18,Партерли майсазорларни парвариш қилиш,Е4701-070-02,100 m2,
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,101,norm,,19-18,19-18,Сув,Е4701-070-02,m3,30
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,102,norm,,19-19,19-19,Оддий майсазорларни парвариш қилиш,Е4701-070-03,100 m2,
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,103,norm,,19-19,19-19,Сув,Е4701-070-03,m3,10
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,104,norm,,19-20,19-20,Тоғ боғлар ва тош боғларда ўсимликлар парвариши,Е4701-072-01,100m2,
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,105,norm,,19-20,19-20,Сув,Е4701-072-01,m3,12
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,106,norm,,19-21,19-21,Иссиқликни яхши кўрувчи буталарни ҳамда атиргулларни қишда қоплаш,Е4701-073-01,,
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,107,norm,,19-21,19-21,Каноптоладан тайёрланган техник арқон,Е4701-073-01,t,"0,00056 0,00056"
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,108,norm,,19-21,19-21,"Турли мақсадлар учун и шлатилувчи пўлатдан ясалган кам углеродли рухланган, диаметри 3,0 мм бўлган сим",Е4701-073-01,t,"0,00056 0,00056"
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,109,norm,,19-21,19-21,Қоплама материаллари,Е4701-073-01,t,П
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,110,norm,,19-21-1,19-21-1,Қўп йилли иссиқликни яхши кўрувчи гулларни қишда қоплаш,Е4701-074-01,100m2,
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,111,norm,,19-21-1,19-21-1,Чиринди,Е4701-074-01,m3,20
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,112,norm,,19-21-1,19-21-1,Қоплама материаллари,Е4701-074-01,t,П
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,113,norm,,19-22,19-22,"0,2х0,15 м ўлчамдаги бўлакли ер майдонлардаги дарахт ёки буталарни тайёрлаш",10 дарахт ёки буталар,,
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,114,norm,,19-22,19-22,Каноптоладан тайёрланган техник арқон,10 дарахт ёки буталар,т,"0,0075"
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,115,norm,,19-22,19-22,Қоп матоси,10 дарахт ёки буталар,10 м2,"0,64"
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,116,norm,,19-22,19-22,Қаноптола,10 дарахт ёки буталар,т,"0,0005"
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,117,norm,,19-22,19-22,Ўсимлик ерлари,10 дарахт ёки буталар,м3,"0,2"
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,118,norm,,19-22-1,19-22-1,"0,25х0,2 м ўлчамдаги бўлакли ер майдонлардаги дарахт ёки буталарни тайёрлаш",10 дарахт ёки буталар,,
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,119,norm,,19-22-1,19-22-1,Каноптоладан тайёрланган техник арқон,10 дарахт ёки буталар,т,"0,0075"
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,120,norm,,19-22-1,19-22-1,Қоп матоси,10 дарахт ёки буталар,10 м2,"0,64"
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,121,norm,,19-22-1,19-22-1,Қаноптола,10 дарахт ёки буталар,т,"0,0005"
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,122,norm,,19-22-1,19-22-1,Ўсимлик ерлари,10 дарахт ёки буталар,м3,"0,4"
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,123,norm,,19-22-2,19-22-2,"0,3х0,3 м ўлчамдаги бўлакли ер майдонлардаги дарахт ёки буталарни тайёрлаш",10 дарахт ёки буталар,,
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,124,norm,,19-22-2,19-22-2,Каноптоладан тайёрланган техник арқон,10 дарахт ёки буталар,т,"0,0075"
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,125,norm,,19-22-2,19-22-2,Қоп матоси,10 дарахт ёки буталар,10 м2,"0,64"
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,126,norm,,19-22-2,19-22-2,Қаноптола,10 дарахт ёки буталар,т,"0,0005"
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,127,norm,,19-22-2,19-22-2,Ўсимлик ерлари,10 дарахт ёки буталар,м3,"0,8"
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,128,norm,,19-22-3,19-22-3,"0,5х0,4 м ўлчамдаги бўлакли ер майдонлардаги дарахт ёки буталарни тайёрлаш",10 дарахт ёки буталар,,
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,129,norm,,19-22-3,19-22-3,Каноптоладан тайёрланган техник арқон,10 дарахт ёки буталар,т,"0,0095"
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,130,norm,,19-22-3,19-22-3,Қоп матоси,10 дарахт ёки буталар,10 м2,"1,22"
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,131,norm,,19-22-3,19-22-3,Қаноптола,10 дарахт ёки буталар,т,"0,0007"
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,132,norm,,19-22-3,19-22-3,Ўсимлик ерлари,10 дарахт ёки буталар,м3,"3,1"
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,133,norm,,19-22-4,19-22-4,"0,8х0,6 м ўлчамдаги бўлакли ер майдонлардаги дарахт ёки буталарни тайёрлаш",10 дарахт ёки буталар,,
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,134,norm,,19-22-4,19-22-4,Каноптоладан тайёрланган техник арқон,10 дарахт ёки буталар,т,"0,0135"
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,135,norm,,19-22-4,19-22-4,Қоп матоси,10 дарахт ёки буталар,10 м2,"2,26"
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,136,norm,,19-22-4,19-22-4,Қаноптола,10 дарахт ёки буталар,т,"0,0009"
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,137,norm,,19-22-4,19-22-4,Ўсимлик ерлари,10 дарахт ёки буталар,м3,12
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,138,norm,,19-22-5,19-22-5,"1,0х1,0х0,6 м ўлчамдаги бўлакли ер майдонлардаги дарахт ёки буталарни тайёрлаш",10 дарахт ёки буталар,,
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,139,norm,,19-22-5,19-22-5,Каноптоладан тайёрланган техник арқон,10 дарахт ёки буталар,т,"0,014"
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,140,norm,,19-22-5,19-22-5,Қоп матоси,10 дарахт ёки буталар,10 м2,5
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,141,norm,,19-22-5,19-22-5,Қаноптола,10 дарахт ёки буталар,т,"0,0009"
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,142,norm,,19-22-5,19-22-5,Ўсимлик ерлари,10 дарахт ёки буталар,м3,6
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,143,norm,,19-22-6,19-22-6,"1,3х1,3х0,6 м ўлчамдаги бўлакли ер майдонлардаги дарахт ёки буталарни тайёрлаш",10 дарахт ёки буталар,,
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,144,norm,,19-22-6,19-22-6,Каноптоладан тайёрланган техник арқон,10 дарахт ёки буталар,т,"0,02"
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,145,norm,,19-22-6,19-22-6,Қоп матоси,10 дарахт ёки буталар,10 м2,7
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,146,norm,,19-22-6,19-22-6,Қаноптола,10 дарахт ёки буталар,т,"0,0009"
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,147,norm,,19-22-6,19-22-6,Ўсимлик ерлари,10 дарахт ёки буталар,м3,"10,1"
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,148,norm,,19-22-7,19-22-7,"1,7х1,7х0,65 м ўлчамдаги бўлакли ер майдонлардаги дарахт ёки буталарни тайёрлаш",10 дарахт ёки буталар,,
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,149,norm,,19-22-7,19-22-7,Каноптоладан тайёрланган техник арқон,,т,"0,02"
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,150,norm,,19-22-7,19-22-7,Қоп матоси,,10 м2,9
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,151,norm,,19-22-7,19-22-7,Қаноптола,,т,"0,0009"
19,"19. Кўкаламзорлаштириш, манзарали дарахтлар ва гулхоналарни сақлаш учун вақт меъёрлари",20,152,norm,,19-22-7,19-22-7,Ўсимлик ерлари,,м3,"18,8"
20,20. Автомобиль йўлларининг қишки қарови учун вақт меъёрлари,21,2,norm,,20-1-1,20-1-1,Автогрейдер билан йўл қатнов қисмини қордан тозалаш (1 проход),К20-1,1 km,0.14
20,20. Автомобиль йўлларининг қишки қарови учун вақт меъёрлари,21,3,norm,,20-2,20-2,Механизмларга отвал урнатиб қордан тозалаш:,К20-2,,
20,20. Автомобиль йўлларининг қишки қарови учун вақт меъёрлари,21,4,norm,,20-2-1,20-2-1,К-700,,1 km,"0,34"
20,20. Автомобиль йўлларининг қишки қарови учун вақт меъёрлари,21,5,norm,,20-2-2,20-2-2,ТТЗ-80,,1 km,"0,3"
20,20. Автомобиль йўлларининг қишки қарови учун вақт меъёрлари,21,6,norm,,20-2-3,20-2-3,МТЗ-80,,1 km,"0,3"
20,20. Автомобиль йўлларининг қишки қарови учун вақт меъёрлари,21,7,norm,,20-2-4,20-2-4,Т28х4,,1 km,"0,3"
20,20. Автомобиль йўлларининг қишки қарови учун вақт меъёрлари,21,8,variant_or_continuation,,,20-2-4,КДМ қор тозалаш машинаси,,1 km,"0,8-1,2"
20,20. Автомобиль йўлларининг қишки қарови учун вақт меъёрлари,21,9,norm,,20-2-5,20-2-5,Чўмич ҳажми 0.25 m3 эксковаторда қор юклаш,К20-8,1 m3,0.06
20,20. Автомобиль йўлларининг қишки қарови учун вақт меъёрлари,21,10,norm,,20-2-6,20-2-6,Транспорт воситаси билан юкланган қорни ташиб чиқариш,К19-12,1 t,"0,52"
20,20. Автомобиль йўлларининг қишки қарови учун вақт меъёрлари,21,11,norm,,20-3-1,20-3-1,"Яхмалакка қарши йўл қопламасига йўл ёқасига тайёрлаб қўйилган ва трактор тележкасидан қўлда қум сепиш (90% қум, 10% техник туз)",К13-1,1 m3,0.58
20,20. Автомобиль йўлларининг қишки қарови учун вақт меъёрлари,21,12,variant_or_continuation,,,20-3-1,"Қор тозалаш ва қум сепишга ихтисослашган машиналар ёрдамида яхмалакка қарши йўл қопламасига қум сепиш (90% қум, 10% техник туз)",К13-1,1 m3,"0,6-0,8"
20,20. Автомобиль йўлларининг қишки қарови учун вақт меъёрлари,21,13,norm,,20-4-1 20-4-2,20-4-1 20-4-2,"Йўлни, пиёдалар йўлакча- ларини, ҳудудларни қўл кучи билан қор ва муздан тозалаш: юмшоқ қаттиқ",К20-3,100 m2,1.96
20,20. Автомобиль йўлларининг қишки қарови учун вақт меъёрлари,21,14,norm,,20-4-1 20-4-2,20-4-1 20-4-2,"Йўлни, пиёдалар йўлакча- ларини, ҳудудларни қўл кучи билан қор ва муздан тозалаш: юмшоқ қаттиқ",К20-3,100 m2,3.92
20,20. Автомобиль йўлларининг қишки қарови учун вақт меъёрлари,21,15,norm,,20-5-1,20-5-1,Кичик кўприк ва қувурларни қор ва муздан тозалаш,К20-4,1 pm,0.276
20,20. Автомобиль йўлларининг қишки қарови учун вақт меъёрлари,21,16,norm,,20-6-1,20-6-1,Шнекли қор тозалагич ёрдамида 1m қалинликдаги қор уюмини қатнов қисмидан чиқариб ташлаш,К20-6,1 km,"0,62"
20,20. Автомобиль йўлларининг қишки қарови учун вақт меъёрлари,21,17,norm,,К20-7-1,К20-7-1,Кучли қор ёқганда МТХ ва ишчилардан кеча-кундуз навбатчилик ташкил килиб (иссиқ овқат ташкил қилаб),К20-7,1 киши,8 h
20,20. Автомобиль йўлларининг қишки қарови учун вақт меъёрлари,21,18,norm,,К20-8-1,К20-8-1,"Музламага қарши қум, техник туз юклаш",К20-8,1 m3,0.06
20,20. Автомобиль йўлларининг қишки қарови учун вақт меъёрлари,21,19,norm,,К20-9-1,К20-9-1,Транспорт воситаси билан ташиб келтириш йўлнинг хавфли жойларига,К19-12,1 t,"0,52"
20,20. Автомобиль йўлларининг қишки қарови учун вақт меъёрлари,21,20,norm,,20-10-1,20-10-1,Йўл ва йўл иншоотларида қишки қаров учун мўлжаллаб олдиндан чиқариб қўйилган ҳар-хил аралашмаларни тўплаб конус ҳолига келтириш,К20-5,1m3,0.2
20,20. Автомобиль йўлларининг қишки қарови учун вақт меъёрлари,21,21,variant_or_continuation,,,20-10-1,Темирдан ясалган туз-кум аралашмаси сақлаш идишларини материал билан тўлдириш,,1m3,"0,4-0,6"
20,20. Автомобиль йўлларининг қишки қарови учун вақт меъёрлари,21,22,variant_or_continuation,,,20-10-1,Бўлим базасида кум ва тузни механизм ёрдамида аралашма холатига келтириш,,1m3,"0,5-0,7"
21,21. Сақлаш ишларига оид техник ишлар учун вақт меъёрлари,22,2,norm,,21-1-1,21-1-1,Ҳаракат жадаллигини белгиланган жойда кузатиш ва ўлчаш ишлари (ҳар бир йўлнинг белгиланган жойида ҳар ойда),К21-1,1 h,8
21,21. Сақлаш ишларига оид техник ишлар учун вақт меъёрлари,22,3,norm,,21-2-1,21-2-1,"Техник диагностика ўтказиш, сақлашни баҳолаш, йўл ва йўл иншоотларининг техник ҳисобини ва хатловини амалга ошириш",К21-2,1 km,4
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,2,norm,,22-1,22-1,Экскаваторлар билан автотранспортга қум юклаш,К22-1,100 m3,
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,3,norm,,22-1-1,22-1-1,"Чўмич ҳажми 0,25 m3",К22-1а,100 m3,"5,75 (5,75)"
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,4,norm,,22-1-2,22-1-2,"Чўмич ҳажми 0,4 m3",К22-1б,100 m3,"3,63 (3,63)"
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,5,norm,,22-1-3,22-1-3,"Чўмич ҳажми 0,5 m3",К22-1в,100 m3,"2,73 (2,73)"
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,6,norm,,22-1-4,22-1-4,"Чўмич ҳажми 0,65 m3",К22-1г,100 m3,"2,05 (2,05)"
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,7,norm,,22-2,22-2,Экскаваторлар билан автотранс-портга тупроқ юклаш II - гуруҳ тупроқда,К22-2,,
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,8,norm,,22-2-1,22-2-1,"Чўмич ҳажми 0,25 m3",К22-2а,100 m3,"7,30 (7,30)"
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,9,norm,,22-2-2,22-2-2,"Чўмич ҳажми 0,4 m3",К22-2б,100 m3,"4,59 (4,59)"
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,10,norm,,22-2-3,22-2-3,"Чўмич ҳажми 0,5 m3",К22-2в,100 m3,"3,33 (3,33)"
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,11,norm,,22-2-4,22-2-4,"Чўмич ҳажми 0,65 m3",К22-2г,100 m3,"2,53 (2,53)"
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,12,norm,,22-2-5,22-2-5,"Чўмич ҳажми 2,5 m3",К22-2д,100 m3,"1,96 (0,98)"
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,13,norm,,22-3,22-3,II - гуруҳ тупроқда экскаваторда ариқ ковлаш,К22-3,,
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,14,norm,,22-3-1,22-3-1,"Чўмич ҳажми 0,25 m3",К22-3а,100 m3,"5,88 (5,88)"
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,15,norm,,22-3-2,22-3-2,"Чўмич ҳажми 0,4 m3",К22-3б,100 m3,"3,72 (3,72)"
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,16,norm,,22-3-3,22-3-3,"Чўмич ҳажми 0,5 m3",К22-3в,100 m3,"2,95 (2,95)"
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,17,norm,,22-3-4,22-3-4,"Чўмич ҳажми 0,65 m3",К22-3г,100 m3,"2,28 (2,28)"
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,18,norm,,22-4,22-4,Автокран билан материаллар (юклар) ни юклаш ва тушириш,,,
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,19,norm,,22-4-1,22-4-1,1) Юклаш,К22-4.1,,
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,20,norm,,22-4-1а,22-4-1а,"Кранни юк кўтариши 6,3t",К22-4.1а,10 t,"1,1/2,2"
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,21,norm,,22-4-1б,22-4-1б,10 t,К22-4.1б,10 t,"0,7/1,4"
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,22,norm,,22-4-1в,22-4-1в,16 t,К22-4.1в,10 t,"0,6/1,2"
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,23,norm,,22-4-1г,22-4-1г,25 t,К22-4.1г,10 t,"0,5/1,0"
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,24,norm,,22-4-2,22-4-2,2) Тушириш,,,
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,25,norm,,22-4-2а,22-4-2а,"Кранни юк кўтариши 6,3t",К22-4.2а,10 t,"0,9/1,8"
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,26,norm,,22-4-2б,22-4-2б,10 t,К22-4.2б,10 t,"0,6/1,2"
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,27,norm,,22-4-2в,22-4-2в,16 t,К22-4.2в,10 t,"0,5/1,0"
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,28,norm,,22-4-2г,22-4-2г,25 t,К22-4.2г,10 t,"0,4/0,8"
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,29,norm,,22-5,22-5,Қўл кучи билан транспортларга юкларни юклаш ва тушириш,К22-5,,
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,30,norm,,22-5-1,22-5-1,1) 1 гуруҳ юкларни,"К22-5,1",,
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,31,norm,,22-5-1а,22-5-1а,а) ортиш:тахлаган ҳолда,,10 t,4
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,32,norm,,22-5-1б,22-5-1б,тахланмаган ҳолда,,10 t,"3,3"
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,33,norm,,22-5-1г,22-5-1г,бункердан олиш билан,,,
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,34,norm,,22-5-2а,22-5-2а,б) тушириш: тахлаган ҳолда,,10 t,"4,3"
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,35,norm,,22-5-2б,22-5-2б,тахланмаган ҳолда,,10 t,2
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,36,norm,,22-5-2г,22-5-2г,ерга тушириш,,10 t,"3,3"
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,37,norm,,22-5-1,22-5-1,2) 2 гуруҳ юкларни,,,
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,38,norm,,22-5-1а,22-5-1а,а) ортиш:тахлаган ҳолда,"К22-5,2",10 t,"6,4"
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,39,norm,,22-5-1б,22-5-1б,тахланмаган ҳолда,,10 t,"4,6"
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,40,norm,,22-5-1г,22-5-1г,б) тушириш: тахлаган ҳолда,,10 t,"6,6"
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,41,norm,,22-5-2а,22-5-2а,тахланмаган ҳолда,,10 t,"3,1"
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,42,norm,,22-5-2б,22-5-2б,ерга тушириш,,10 t,"5,1"
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,43,norm,,22-5-2г,22-5-2г,3) 3 гуруҳ юкларни,"К22-5,3",,
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,44,norm,,22-5-1,22-5-1,а) ортиш:тахлаган ҳолда,,10 t,"5,3"
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,45,norm,,22-5-1а,22-5-1а,тахланмаган ҳолда,,10 t,"4,1"
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,46,norm,,22-5-1б,22-5-1б,бункердан олиш билан,,10 t,"0,34"
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,47,norm,,22-5-1г,22-5-1г,б) тушириш: тахлаган ҳолда,,10 t,"5,7"
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,48,norm,,22-5-2а,22-5-2а,тахланмаган ҳолда,,10 t,"2,4"
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,49,norm,,22-5-2б,22-5-2б,ерга тушириш,,10 t,"4,4"
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,50,norm,,22-5-2г,22-5-2г,4) 4 гуруҳ юкларни,"К22-5,4",,
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,51,norm,,22-5-1,22-5-1,а) ортиш:тахлаган ҳолда,,10 t,-
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,52,norm,,22-5-1а,22-5-1а,тахланмаган ҳолда,,10 t,"4,3"
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,53,norm,,22-5-1б,22-5-1б,б) тушириш: тахлаган ҳолда,,10 t,-
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,54,norm,,22-5-1г,22-5-1г,тахланмаган ҳолда (бросом),,10 t,"4,3"
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,55,norm,,22-5-2а,22-5-2а,5) 5 гуруҳ юкларни,"К22-5,5",,
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,56,norm,,22-5-2б,22-5-2б,а) ортиш:тахлаган ҳолда,,10 t,-
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,57,norm,,22-5-2г,22-5-2г,тахланмаган ҳолда (бросом),,10 t,"6,4"
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,58,variant_or_continuation,,,22-5-2г,б) тушириш: тахлаган ҳолда,,10 t,"4,6"
22,22. Сақлаш ишларида юклаш ва тушириш ишлари вақт меъёрлари,23,59,variant_or_continuation,,,22-5-2г,тахланмаган ҳолда (бросом),,10 t,"6,6"
